Colosseo - Shkoder,http://www.hostelworld.com/hosteldetails.php/Colosseo-Shkoder/Shkoder/62882,Staff,0
Colosseo - Shkoder,http://www.hostelworld.com/hosteldetails.php/Colosseo-Shkoder/Shkoder/62882,Atmosphere,0
Colosseo - Shkoder,http://www.hostelworld.com/hosteldetails.php/Colosseo-Shkoder/Shkoder/62882,Cleanliness,0
Colosseo - Shkoder,http://www.hostelworld.com/hosteldetails.php/Colosseo-Shkoder/Shkoder/62882,Facilities,0
Trip'n'Hostel,http://www.hostelworld.com/hosteldetails.php/Trip-n-Hostel/Tirana/73338,Value,89
Trip'n'Hostel,http://www.hostelworld.com/hosteldetails.php/Trip-n-Hostel/Tirana/73338,Safety,89
Trip'n'Hostel,http://www.hostelworld.com/hosteldetails.php/Trip-n-Hostel/Tirana/73338,Location,92
Trip'n'Hostel,http://www.hostelworld.com/hosteldetails.php/Trip-n-Hostel/Tirana/73338,Staff,94
Trip'n'Hostel,http://www.hostelworld.com/hosteldetails.php/Trip-n-Hostel/Tirana/73338,Atmosphere,98
Trip'n'Hostel,http://www.hostelworld.com/hosteldetails.php/Trip-n-Hostel/Tirana/73338,Cleanliness,91
Trip'n'Hostel,http://www.hostelworld.com/hosteldetails.php/Trip-n-Hostel/Tirana/73338,Facilities,88
Tirana Backpacker Hostel,http://www.hostelworld.com/hosteldetails.php/Tirana-Backpacker-Hostel/Tirana/13269,Value,98
Tirana Backpacker Hostel,http://www.hostelworld.com/hosteldetails.php/Tirana-Backpacker-Hostel/Tirana/13269,Safety,96
Tirana Backpacker Hostel,http://www.hostelworld.com/hosteldetails.php/Tirana-Backpacker-Hostel/Tirana/13269,Location,98
Tirana Backpacker Hostel,http://www.hostelworld.com/hosteldetails.php/Tirana-Backpacker-Hostel/Tirana/13269,Staff,98
Tirana Backpacker Hostel,http://www.hostelworld.com/hosteldetails.php/Tirana-Backpacker-Hostel/Tirana/13269,Atmosphere,98
Tirana Backpacker Hostel,http://www.hostelworld.com/hosteldetails.php/Tirana-Backpacker-Hostel/Tirana/13269,Cleanliness,93
Tirana Backpacker Hostel,http://www.hostelworld.com/hosteldetails.php/Tirana-Backpacker-Hostel/Tirana/13269,Facilities,96
Milingona Hostel,http://www.hostelworld.com/hosteldetails.php/Milingona-Hostel/Tirana/42610,Value,93
Milingona Hostel,http://www.hostelworld.com/hosteldetails.php/Milingona-Hostel/Tirana/42610,Safety,84
Milingona Hostel,http://www.hostelworld.com/hosteldetails.php/Milingona-Hostel/Tirana/42610,Location,84
Milingona Hostel,http://www.hostelworld.com/hosteldetails.php/Milingona-Hostel/Tirana/42610,Staff,98
Milingona Hostel,http://www.hostelworld.com/hosteldetails.php/Milingona-Hostel/Tirana/42610,Atmosphere,91
Milingona Hostel,http://www.hostelworld.com/hosteldetails.php/Milingona-Hostel/Tirana/42610,Cleanliness,91
Milingona Hostel,http://www.hostelworld.com/hosteldetails.php/Milingona-Hostel/Tirana/42610,Facilities,85
Hostel Albania,http://www.hostelworld.com/hosteldetails.php/Hostel-Albania/Tirana/34784,Value,92
Hostel Albania,http://www.hostelworld.com/hosteldetails.php/Hostel-Albania/Tirana/34784,Safety,93
Hostel Albania,http://www.hostelworld.com/hosteldetails.php/Hostel-Albania/Tirana/34784,Location,88
Hostel Albania,http://www.hostelworld.com/hosteldetails.php/Hostel-Albania/Tirana/34784,Staff,95
Hostel Albania,http://www.hostelworld.com/hosteldetails.php/Hostel-Albania/Tirana/34784,Atmosphere,92
Hostel Albania,http://www.hostelworld.com/hosteldetails.php/Hostel-Albania/Tirana/34784,Cleanliness,89
Hostel Albania,http://www.hostelworld.com/hosteldetails.php/Hostel-Albania/Tirana/34784,Facilities,89
Star Hostel Tirana,http://www.hostelworld.com/hosteldetails.php/Star-Hostel-Tirana/Tirana/58016,Value,80
Star Hostel Tirana,http://www.hostelworld.com/hosteldetails.php/Star-Hostel-Tirana/Tirana/58016,Safety,80
Star Hostel Tirana,http://www.hostelworld.com/hosteldetails.php/Star-Hostel-Tirana/Tirana/58016,Location,100
Star Hostel Tirana,http://www.hostelworld.com/hosteldetails.php/Star-Hostel-Tirana/Tirana/58016,Staff,100
Star Hostel Tirana,http://www.hostelworld.com/hosteldetails.php/Star-Hostel-Tirana/Tirana/58016,Atmosphere,60
Star Hostel Tirana,http://www.hostelworld.com/hosteldetails.php/Star-Hostel-Tirana/Tirana/58016,Cleanliness,80
Star Hostel Tirana,http://www.hostelworld.com/hosteldetails.php/Star-Hostel-Tirana/Tirana/58016,Facilities,80
Freddy's,http://www.hostelworld.com/hosteldetails.php/Freddy-s/Tirana/22693,Value,90
Freddy's,http://www.hostelworld.com/hosteldetails.php/Freddy-s/Tirana/22693,Safety,80
Freddy's,http://www.hostelworld.com/hosteldetails.php/Freddy-s/Tirana/22693,Location,100
Freddy's,http://www.hostelworld.com/hosteldetails.php/Freddy-s/Tirana/22693,Staff,90
Freddy's,http://www.hostelworld.com/hosteldetails.php/Freddy-s/Tirana/22693,Atmosphere,90
Freddy's,http://www.hostelworld.com/hosteldetails.php/Freddy-s/Tirana/22693,Cleanliness,100
Freddy's,http://www.hostelworld.com/hosteldetails.php/Freddy-s/Tirana/22693,Facilities,80
Oresti Hostel,http://www.hostelworld.com/hosteldetails.php/Oresti-Hostel/Tirana/37318,Value,67
Oresti Hostel,http://www.hostelworld.com/hosteldetails.php/Oresti-Hostel/Tirana/37318,Safety,93
Oresti Hostel,http://www.hostelworld.com/hosteldetails.php/Oresti-Hostel/Tirana/37318,Location,73
Oresti Hostel,http://www.hostelworld.com/hosteldetails.php/Oresti-Hostel/Tirana/37318,Staff,53
Oresti Hostel,http://www.hostelworld.com/hosteldetails.php/Oresti-Hostel/Tirana/37318,Atmosphere,60
Oresti Hostel,http://www.hostelworld.com/hosteldetails.php/Oresti-Hostel/Tirana/37318,Cleanliness,73
Oresti Hostel,http://www.hostelworld.com/hosteldetails.php/Oresti-Hostel/Tirana/37318,Facilities,60
B&B Tirana Smile,http://www.hostelworld.com/hosteldetails.php/B-and-B-Tirana-Smile/Tirana/78355,Value,100
B&B Tirana Smile,http://www.hostelworld.com/hosteldetails.php/B-and-B-Tirana-Smile/Tirana/78355,Safety,100
B&B Tirana Smile,http://www.hostelworld.com/hosteldetails.php/B-and-B-Tirana-Smile/Tirana/78355,Location,90
B&B Tirana Smile,http://www.hostelworld.com/hosteldetails.php/B-and-B-Tirana-Smile/Tirana/78355,Staff,100
B&B Tirana Smile,http://www.hostelworld.com/hosteldetails.php/B-and-B-Tirana-Smile/Tirana/78355,Atmosphere,100
B&B Tirana Smile,http://www.hostelworld.com/hosteldetails.php/B-and-B-Tirana-Smile/Tirana/78355,Cleanliness,100
B&B Tirana Smile,http://www.hostelworld.com/hosteldetails.php/B-and-B-Tirana-Smile/Tirana/78355,Facilities,100
Mirror Dream/Panorama,http://www.hostelworld.com/hosteldetails.php/Mirror-Dream-Panorama/Tirana/22169,Value,100
Mirror Dream/Panorama,http://www.hostelworld.com/hosteldetails.php/Mirror-Dream-Panorama/Tirana/22169,Safety,100
Mirror Dream/Panorama,http://www.hostelworld.com/hosteldetails.php/Mirror-Dream-Panorama/Tirana/22169,Location,90
Mirror Dream/Panorama,http://www.hostelworld.com/hosteldetails.php/Mirror-Dream-Panorama/Tirana/22169,Staff,80
Mirror Dream/Panorama,http://www.hostelworld.com/hosteldetails.php/Mirror-Dream-Panorama/Tirana/22169,Atmosphere,90
Mirror Dream/Panorama,http://www.hostelworld.com/hosteldetails.php/Mirror-Dream-Panorama/Tirana/22169,Cleanliness,90
Mirror Dream/Panorama,http://www.hostelworld.com/hosteldetails.php/Mirror-Dream-Panorama/Tirana/22169,Facilities,90
Vila  e Arte,http://www.hostelworld.com/hosteldetails.php/Vila-e-Arte/Tirana/76782,Value,90
Vila  e Arte,http://www.hostelworld.com/hosteldetails.php/Vila-e-Arte/Tirana/76782,Safety,90
Vila  e Arte,http://www.hostelworld.com/hosteldetails.php/Vila-e-Arte/Tirana/76782,Location,90
Vila  e Arte,http://www.hostelworld.com/hosteldetails.php/Vila-e-Arte/Tirana/76782,Staff,90
Vila  e Arte,http://www.hostelworld.com/hosteldetails.php/Vila-e-Arte/Tirana/76782,Atmosphere,100
Vila  e Arte,http://www.hostelworld.com/hosteldetails.php/Vila-e-Arte/Tirana/76782,Cleanliness,100
Vila  e Arte,http://www.hostelworld.com/hosteldetails.php/Vila-e-Arte/Tirana/76782,Facilities,90
Tirana Patio,http://www.hostelworld.com/hosteldetails.php/Tirana-Patio/Tirana/63113,Value,100
Tirana Patio,http://www.hostelworld.com/hosteldetails.php/Tirana-Patio/Tirana/63113,Safety,100
Tirana Patio,http://www.hostelworld.com/hosteldetails.php/Tirana-Patio/Tirana/63113,Location,100
Tirana Patio,http://www.hostelworld.com/hosteldetails.php/Tirana-Patio/Tirana/63113,Staff,100
Tirana Patio,http://www.hostelworld.com/hosteldetails.php/Tirana-Patio/Tirana/63113,Atmosphere,100
Tirana Patio,http://www.hostelworld.com/hosteldetails.php/Tirana-Patio/Tirana/63113,Cleanliness,100
Tirana Patio,http://www.hostelworld.com/hosteldetails.php/Tirana-Patio/Tirana/63113,Facilities,100
Hotel Nobel,http://www.hostelworld.com/hosteldetails.php/Hotel-Nobel/Tirana/21744,Value,100
Hotel Nobel,http://www.hostelworld.com/hosteldetails.php/Hotel-Nobel/Tirana/21744,Safety,100
Hotel Nobel,http://www.hostelworld.com/hosteldetails.php/Hotel-Nobel/Tirana/21744,Location,100
Hotel Nobel,http://www.hostelworld.com/hosteldetails.php/Hotel-Nobel/Tirana/21744,Staff,100
Hotel Nobel,http://www.hostelworld.com/hosteldetails.php/Hotel-Nobel/Tirana/21744,Atmosphere,100
Hotel Nobel,http://www.hostelworld.com/hosteldetails.php/Hotel-Nobel/Tirana/21744,Cleanliness,100
Hotel Nobel,http://www.hostelworld.com/hosteldetails.php/Hotel-Nobel/Tirana/21744,Facilities,100
Propaganda Hostel,http://www.hostelworld.com/hosteldetails.php/Propaganda-Hostel/Tirana/80533,Value,100
Propaganda Hostel,http://www.hostelworld.com/hosteldetails.php/Propaganda-Hostel/Tirana/80533,Safety,100
Propaganda Hostel,http://www.hostelworld.com/hosteldetails.php/Propaganda-Hostel/Tirana/80533,Location,100
Propaganda Hostel,http://www.hostelworld.com/hosteldetails.php/Propaganda-Hostel/Tirana/80533,Staff,100
Propaganda Hostel,http://www.hostelworld.com/hosteldetails.php/Propaganda-Hostel/Tirana/80533,Atmosphere,100
Propaganda Hostel,http://www.hostelworld.com/hosteldetails.php/Propaganda-Hostel/Tirana/80533,Cleanliness,100
Propaganda Hostel,http://www.hostelworld.com/hosteldetails.php/Propaganda-Hostel/Tirana/80533,Facilities,100
Hotel Baron,http://www.hostelworld.com/hosteldetails.php/Hotel-Baron/Tirana/34551,Value,20
Hotel Baron,http://www.hostelworld.com/hosteldetails.php/Hotel-Baron/Tirana/34551,Safety,20
Hotel Baron,http://www.hostelworld.com/hosteldetails.php/Hotel-Baron/Tirana/34551,Location,20
